timestamp,source_file,elapsed_seconds,interval_operations,throughput_ops_per_second,average_latency_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms,marked_outlier
2026-08-30T03:29:18.886000+00:00,run_10_continuous.log,2270,41945,4194.5,2.37749,2.145,3.593,6.323,False
2026-08-30T03:29:28.880000+00:00,run_10_continuous.log,2280,39423,3941.7,2.52686,2.157,3.621,7.643,False
2026-08-30T03:29:38.883000+00:00,run_10_continuous.log,2290,34090,3409.3,2.91687,2.261,4.331,16.415,False
2026-08-30T03:29:48.880000+00:00,run_10_continuous.log,2300,42086,4209.4,2.36673,2.139,3.577,6.167,False
2026-08-30T03:29:58.883000+00:00,run_10_continuous.log,2310,39716,3971.2,2.51009,2.147,3.661,7.787,False
2026-08-30T03:30:08.883000+00:00,run_10_continuous.log,2320,33706,3368.93,2.9577,2.271,4.295,17.615,False
2026-08-30T03:30:18.884000+00:00,run_10_continuous.log,2330,40902,4092.02,2.4357800000000003,2.193,3.691,6.439,False
2026-08-30T03:30:28.885000+00:00,run_10_continuous.log,2340,39501,3948.0,2.52323,2.159,3.675,7.735,False
2026-08-30T03:30:38.880000+00:00,run_10_continuous.log,2350,33827,3384.44,2.94573,2.285,4.279,15.799,False
2026-08-30T03:30:48.881000+00:00,run_10_continuous.log,2360,41801,4179.68,2.38412,2.163,3.579,6.039,False
2026-08-30T03:30:58.880000+00:00,run_10_continuous.log,2370,39229,3923.99,2.54012,2.177,3.669,7.835,False
2026-08-30T03:31:08.881000+00:00,run_10_continuous.log,2380,33754,3374.76,2.95273,2.287,4.335,17.167,False
2026-08-30T03:31:18.881000+00:00,run_10_continuous.log,2390,41586,4159.22,2.39674,2.169,3.595,6.199,False
2026-08-30T03:31:28.881000+00:00,run_10_continuous.log,2400,39632,3962.0,2.51411,2.153,3.631,7.695,False
2026-08-30T03:31:38.881000+00:00,run_10_continuous.log,2410,33825,3383.3,2.94509,2.277,4.331,16.375,False
2026-08-30T03:31:48.478000+00:00,run_10_continuous.log,2419,27627,2878.82,1.87405,1.687,2.883,4.975,False
